,parents,has_nurs,form,children,housing,finance,social,health
7819,pretentious,very_crit,1,1,critical,convenient,problematic,2
7820,pretentious,very_crit,1,1,critical,convenient,problematic,3
7821,pretentious,very_crit,1,1,critical,inconv,nonprob,1
7822,pretentious,very_crit,1,1,critical,inconv,nonprob,2
7823,pretentious,very_crit,1,1,critical,inconv,nonprob,3
7824,pretentious,very_crit,1,1,critical,inconv,slightly_prob,1
7825,pretentious,very_crit,1,1,critical,inconv,slightly_prob,2
7826,pretentious,very_crit,1,1,critical,inconv,slightly_prob,3
7827,pretentious,very_crit,1,1,critical,inconv,problematic,1
7828,pretentious,very_crit,1,1,critical,inconv,problematic,2
7829,pretentious,very_crit,1,1,critical,inconv,problematic,3
7830,pretentious,very_crit,1,2,convenient,convenient,nonprob,1
7831,pretentious,very_crit,1,2,convenient,convenient,nonprob,2
7832,pretentious,very_crit,1,2,convenient,convenient,nonprob,3
7833,pretentious,very_crit,1,2,convenient,convenient,slightly_prob,1
7834,pretentious,very_crit,1,2,convenient,convenient,slightly_prob,2
7835,pretentious,very_crit,1,2,convenient,convenient,slightly_prob,3
7836,pretentious,very_crit,1,2,convenient,convenient,problematic,1
7837,pretentious,very_crit,1,2,convenient,convenient,problematic,2
7838,pretentious,very_crit,1,2,convenient,convenient,problematic,3
7839,pretentious,very_crit,1,2,convenient,inconv,nonprob,1
7840,pretentious,very_crit,1,2,convenient,inconv,nonprob,2
7841,pretentious,very_crit,1,2,convenient,inconv,nonprob,3
7842,pretentious,very_crit,1,2,convenient,inconv,slightly_prob,1
7843,pretentious,very_crit,1,2,convenient,inconv,slightly_prob,2
7844,pretentious,very_crit,1,2,convenient,inconv,slightly_prob,3
7845,pretentious,very_crit,1,2,convenient,inconv,problematic,1
7846,pretentious,very_crit,1,2,convenient,inconv,problematic,2
7847,pretentious,very_crit,1,2,convenient,inconv,problematic,3
7848,pretentious,very_crit,1,2,less_conv,convenient,nonprob,1
7849,pretentious,very_crit,1,2,less_conv,convenient,nonprob,2
7850,pretentious,very_crit,1,2,less_conv,convenient,nonprob,3
7851,pretentious,very_crit,1,2,less_conv,convenient,slightly_prob,1
7852,pretentious,very_crit,1,2,less_conv,convenient,slightly_prob,2
7853,pretentious,very_crit,1,2,less_conv,convenient,slightly_prob,3
7854,pretentious,very_crit,1,2,less_conv,convenient,problematic,1
7855,pretentious,very_crit,1,2,less_conv,convenient,problematic,2
7856,pretentious,very_crit,1,2,less_conv,convenient,problematic,3
7857,pretentious,very_crit,1,2,less_conv,inconv,nonprob,1
7858,pretentious,very_crit,1,2,less_conv,inconv,nonprob,2
7859,pretentious,very_crit,1,2,less_conv,inconv,nonprob,3
7860,pretentious,very_crit,1,2,less_conv,inconv,slightly_prob,1
7861,pretentious,very_crit,1,2,less_conv,inconv,slightly_prob,2
7862,pretentious,very_crit,1,2,less_conv,inconv,slightly_prob,3
7863,pretentious,very_crit,1,2,less_conv,inconv,problematic,1
7864,pretentious,very_crit,1,2,less_conv,inconv,problematic,2
7865,pretentious,very_crit,1,2,less_conv,inconv,problematic,3
7866,pretentious,very_crit,1,2,critical,convenient,nonprob,1
7867,pretentious,very_crit,1,2,critical,convenient,nonprob,2
7868,pretentious,very_crit,1,2,critical,convenient,nonprob,3
7869,pretentious,very_crit,1,2,critical,convenient,slightly_prob,1
7870,pretentious,very_crit,1,2,critical,convenient,slightly_prob,2
7871,pretentious,very_crit,1,2,critical,convenient,slightly_prob,3
7872,pretentious,very_crit,1,2,critical,convenient,problematic,1
7873,pretentious,very_crit,1,2,critical,convenient,problematic,2
7874,pretentious,very_crit,1,2,critical,convenient,problematic,3
7875,pretentious,very_crit,1,2,critical,inconv,nonprob,1
7876,pretentious,very_crit,1,2,critical,inconv,nonprob,2
7877,pretentious,very_crit,1,2,critical,inconv,nonprob,3
7878,pretentious,very_crit,1,2,critical,inconv,slightly_prob,1
7879,pretentious,very_crit,1,2,critical,inconv,slightly_prob,2
7880,pretentious,very_crit,1,2,critical,inconv,slightly_prob,3
7881,pretentious,very_crit,1,2,critical,inconv,problematic,1
7882,pretentious,very_crit,1,2,critical,inconv,problematic,2
7883,pretentious,very_crit,1,2,critical,inconv,problematic,3
7884,pretentious,very_crit,1,3,convenient,convenient,nonprob,1
7885,pretentious,very_crit,1,3,convenient,convenient,nonprob,2
7886,pretentious,very_crit,1,3,convenient,convenient,nonprob,3
7887,pretentious,very_crit,1,3,convenient,convenient,slightly_prob,1
7888,pretentious,very_crit,1,3,convenient,convenient,slightly_prob,2
7889,pretentious,very_crit,1,3,convenient,convenient,slightly_prob,3
7890,pretentious,very_crit,1,3,convenient,convenient,problematic,1
7891,pretentious,very_crit,1,3,convenient,convenient,problematic,2
7892,pretentious,very_crit,1,3,convenient,convenient,problematic,3
7893,pretentious,very_crit,1,3,convenient,inconv,nonprob,1
7894,pretentious,very_crit,1,3,convenient,inconv,nonprob,2
7895,pretentious,very_crit,1,3,convenient,inconv,nonprob,3
7896,pretentious,very_crit,1,3,convenient,inconv,slightly_prob,1
7897,pretentious,very_crit,1,3,convenient,inconv,slightly_prob,2
7898,pretentious,very_crit,1,3,convenient,inconv,slightly_prob,3
7899,pretentious,very_crit,1,3,convenient,inconv,problematic,1
7900,pretentious,very_crit,1,3,convenient,inconv,problematic,2
7901,pretentious,very_crit,1,3,convenient,inconv,problematic,3
7902,pretentious,very_crit,1,3,less_conv,convenient,nonprob,1
7903,pretentious,very_crit,1,3,less_conv,convenient,nonprob,2
7904,pretentious,very_crit,1,3,less_conv,convenient,nonprob,3
7905,pretentious,very_crit,1,3,less_conv,convenient,slightly_prob,1
7906,pretentious,very_crit,1,3,less_conv,convenient,slightly_prob,2
7907,pretentious,very_crit,1,3,less_conv,convenient,slightly_prob,3
7908,pretentious,very_crit,1,3,less_conv,convenient,problematic,1
7909,pretentious,very_crit,1,3,less_conv,convenient,problematic,2
7910,pretentious,very_crit,1,3,less_conv,convenient,problematic,3
7911,pretentious,very_crit,1,3,less_conv,inconv,nonprob,1
7912,pretentious,very_crit,1,3,less_conv,inconv,nonprob,2
7913,pretentious,very_crit,1,3,less_conv,inconv,nonprob,3
7914,pretentious,very_crit,1,3,less_conv,inconv,slightly_prob,1
7915,pretentious,very_crit,1,3,less_conv,inconv,slightly_prob,2
7916,pretentious,very_crit,1,3,less_conv,inconv,slightly_prob,3
7917,pretentious,very_crit,1,3,less_conv,inconv,problematic,1
7918,pretentious,very_crit,1,3,less_conv,inconv,problematic,2
7919,pretentious,very_crit,1,3,less_conv,inconv,problematic,3
7920,pretentious,very_crit,1,3,critical,convenient,nonprob,1
7921,pretentious,very_crit,1,3,critical,convenient,nonprob,2
7922,pretentious,very_crit,1,3,critical,convenient,nonprob,3
7923,pretentious,very_crit,1,3,critical,convenient,slightly_prob,1
7924,pretentious,very_crit,1,3,critical,convenient,slightly_prob,2
7925,pretentious,very_crit,1,3,critical,convenient,slightly_prob,3
7926,pretentious,very_crit,1,3,critical,convenient,problematic,1
7927,pretentious,very_crit,1,3,critical,convenient,problematic,2
7928,pretentious,very_crit,1,3,critical,convenient,problematic,3
7929,pretentious,very_crit,1,3,critical,inconv,nonprob,1
7930,pretentious,very_crit,1,3,critical,inconv,nonprob,2
7931,pretentious,very_crit,1,3,critical,inconv,nonprob,3
7932,pretentious,very_crit,1,3,critical,inconv,slightly_prob,1
7933,pretentious,very_crit,1,3,critical,inconv,slightly_prob,2
7934,pretentious,very_crit,1,3,critical,inconv,slightly_prob,3
7935,pretentious,very_crit,1,3,critical,inconv,problematic,1
7936,pretentious,very_crit,1,3,critical,inconv,problematic,2
7937,pretentious,very_crit,1,3,critical,inconv,problematic,3
7938,pretentious,very_crit,1,4,convenient,convenient,nonprob,1
7939,pretentious,very_crit,1,4,convenient,convenient,nonprob,2
7940,pretentious,very_crit,1,4,convenient,convenient,nonprob,3
7941,pretentious,very_crit,1,4,convenient,convenient,slightly_prob,1
7942,pretentious,very_crit,1,4,convenient,convenient,slightly_prob,2
7943,pretentious,very_crit,1,4,convenient,convenient,slightly_prob,3
7944,pretentious,very_crit,1,4,convenient,convenient,problematic,1
7945,pretentious,very_crit,1,4,convenient,convenient,problematic,2
7946,pretentious,very_crit,1,4,convenient,convenient,problematic,3
7947,pretentious,very_crit,1,4,convenient,inconv,nonprob,1
7948,pretentious,very_crit,1,4,convenient,inconv,nonprob,2
7949,pretentious,very_crit,1,4,convenient,inconv,nonprob,3
7950,pretentious,very_crit,1,4,convenient,inconv,slightly_prob,1
7951,pretentious,very_crit,1,4,convenient,inconv,slightly_prob,2
7952,pretentious,very_crit,1,4,convenient,inconv,slightly_prob,3
7953,pretentious,very_crit,1,4,convenient,inconv,problematic,1
7954,pretentious,very_crit,1,4,convenient,inconv,problematic,2
7955,pretentious,very_crit,1,4,convenient,inconv,problematic,3
7956,pretentious,very_crit,1,4,less_conv,convenient,nonprob,1
7957,pretentious,very_crit,1,4,less_conv,convenient,nonprob,2
7958,pretentious,very_crit,1,4,less_conv,convenient,nonprob,3
7959,pretentious,very_crit,1,4,less_conv,convenient,slightly_prob,1
7960,pretentious,very_crit,1,4,less_conv,convenient,slightly_prob,2
7961,pretentious,very_crit,1,4,less_conv,convenient,slightly_prob,3
7962,pretentious,very_crit,1,4,less_conv,convenient,problematic,1
7963,pretentious,very_crit,1,4,less_conv,convenient,problematic,2
7964,pretentious,very_crit,1,4,less_conv,convenient,problematic,3
7965,pretentious,very_crit,1,4,less_conv,inconv,nonprob,1
7966,pretentious,very_crit,1,4,less_conv,inconv,nonprob,2
7967,pretentious,very_crit,1,4,less_conv,inconv,nonprob,3
7968,pretentious,very_crit,1,4,less_conv,inconv,slightly_prob,1
7969,pretentious,very_crit,1,4,less_conv,inconv,slightly_prob,2
7970,pretentious,very_crit,1,4,less_conv,inconv,slightly_prob,3
7971,pretentious,very_crit,1,4,less_conv,inconv,problematic,1
7972,pretentious,very_crit,1,4,less_conv,inconv,problematic,2
7973,pretentious,very_crit,1,4,less_conv,inconv,problematic,3
7974,pretentious,very_crit,1,4,critical,convenient,nonprob,1
7975,pretentious,very_crit,1,4,critical,convenient,nonprob,2
7976,pretentious,very_crit,1,4,critical,convenient,nonprob,3
7977,pretentious,very_crit,1,4,critical,convenient,slightly_prob,1
7978,pretentious,very_crit,1,4,critical,convenient,slightly_prob,2
7979,pretentious,very_crit,1,4,critical,convenient,slightly_prob,3
7980,pretentious,very_crit,1,4,critical,convenient,problematic,1
7981,pretentious,very_crit,1,4,critical,convenient,problematic,2
7982,pretentious,very_crit,1,4,critical,convenient,problematic,3
7983,pretentious,very_crit,1,4,critical,inconv,nonprob,1
7984,pretentious,very_crit,1,4,critical,inconv,nonprob,2
7985,pretentious,very_crit,1,4,critical,inconv,nonprob,3
7986,pretentious,very_crit,1,4,critical,inconv,slightly_prob,1
7987,pretentious,very_crit,1,4,critical,inconv,slightly_prob,2
7988,pretentious,very_crit,1,4,critical,inconv,slightly_prob,3
7989,pretentious,very_crit,1,4,critical,inconv,problematic,1
7990,pretentious,very_crit,1,4,critical,inconv,problematic,2
7991,pretentious,very_crit,1,4,critical,inconv,problematic,3
7992,pretentious,very_crit,2,1,convenient,convenient,nonprob,1
7993,pretentious,very_crit,2,1,convenient,convenient,nonprob,2
7994,pretentious,very_crit,2,1,convenient,convenient,nonprob,3
7995,pretentious,very_crit,2,1,convenient,convenient,slightly_prob,1
7996,pretentious,very_crit,2,1,convenient,convenient,slightly_prob,2
7997,pretentious,very_crit,2,1,convenient,convenient,slightly_prob,3
7998,pretentious,very_crit,2,1,convenient,convenient,problematic,1
7999,pretentious,very_crit,2,1,convenient,convenient,problematic,2
8000,pretentious,very_crit,2,1,convenient,convenient,problematic,3
8001,pretentious,very_crit,2,1,convenient,inconv,nonprob,1
8002,pretentious,very_crit,2,1,convenient,inconv,nonprob,2
8003,pretentious,very_crit,2,1,convenient,inconv,nonprob,3
8004,pretentious,very_crit,2,1,convenient,inconv,slightly_prob,1
8005,pretentious,very_crit,2,1,convenient,inconv,slightly_prob,2
8006,pretentious,very_crit,2,1,convenient,inconv,slightly_prob,3
8007,pretentious,very_crit,2,1,convenient,inconv,problematic,1
8008,pretentious,very_crit,2,1,convenient,inconv,problematic,2
8009,pretentious,very_crit,2,1,convenient,inconv,problematic,3
8010,pretentious,very_crit,2,1,less_conv,convenient,nonprob,1
8011,pretentious,very_crit,2,1,less_conv,convenient,nonprob,2
8012,pretentious,very_crit,2,1,less_conv,convenient,nonprob,3
8013,pretentious,very_crit,2,1,less_conv,convenient,slightly_prob,1
8014,pretentious,very_crit,2,1,less_conv,convenient,slightly_prob,2
8015,pretentious,very_crit,2,1,less_conv,convenient,slightly_prob,3
8016,pretentious,very_crit,2,1,less_conv,convenient,problematic,1
8017,pretentious,very_crit,2,1,less_conv,convenient,problematic,2
8018,pretentious,very_crit,2,1,less_conv,convenient,problematic,3
8019,pretentious,very_crit,2,1,less_conv,inconv,nonprob,1
8020,pretentious,very_crit,2,1,less_conv,inconv,nonprob,2
8021,pretentious,very_crit,2,1,less_conv,inconv,nonprob,3
8022,pretentious,very_crit,2,1,less_conv,inconv,slightly_prob,1
8023,pretentious,very_crit,2,1,less_conv,inconv,slightly_prob,2
8024,pretentious,very_crit,2,1,less_conv,inconv,slightly_prob,3
8025,pretentious,very_crit,2,1,less_conv,inconv,problematic,1
8026,pretentious,very_crit,2,1,less_conv,inconv,problematic,2
8027,pretentious,very_crit,2,1,less_conv,inconv,problematic,3
8028,pretentious,very_crit,2,1,critical,convenient,nonprob,1
8029,pretentious,very_crit,2,1,critical,convenient,nonprob,2
8030,pretentious,very_crit,2,1,critical,convenient,nonprob,3
8031,pretentious,very_crit,2,1,critical,convenient,slightly_prob,1
8032,pretentious,very_crit,2,1,critical,convenient,slightly_prob,2
8033,pretentious,very_crit,2,1,critical,convenient,slightly_prob,3
8034,pretentious,very_crit,2,1,critical,convenient,problematic,1
8035,pretentious,very_crit,2,1,critical,convenient,problematic,2
8036,pretentious,very_crit,2,1,critical,convenient,problematic,3
8037,pretentious,very_crit,2,1,critical,inconv,nonprob,1
8038,pretentious,very_crit,2,1,critical,inconv,nonprob,2
8039,pretentious,very_crit,2,1,critical,inconv,nonprob,3
8040,pretentious,very_crit,2,1,critical,inconv,slightly_prob,1
8041,pretentious,very_crit,2,1,critical,inconv,slightly_prob,2
8042,pretentious,very_crit,2,1,critical,inconv,slightly_prob,3
8043,pretentious,very_crit,2,1,critical,inconv,problematic,1
8044,pretentious,very_crit,2,1,critical,inconv,problematic,2
8045,pretentious,very_crit,2,1,critical,inconv,problematic,3
8046,pretentious,very_crit,2,2,convenient,convenient,nonprob,1
8047,pretentious,very_crit,2,2,convenient,convenient,nonprob,2
8048,pretentious,very_crit,2,2,convenient,convenient,nonprob,3
8049,pretentious,very_crit,2,2,convenient,convenient,slightly_prob,1
8050,pretentious,very_crit,2,2,convenient,convenient,slightly_prob,2
8051,pretentious,very_crit,2,2,convenient,convenient,slightly_prob,3
8052,pretentious,very_crit,2,2,convenient,convenient,problematic,1
8053,pretentious,very_crit,2,2,convenient,convenient,problematic,2
8054,pretentious,very_crit,2,2,convenient,convenient,problematic,3
8055,pretentious,very_crit,2,2,convenient,inconv,nonprob,1
8056,pretentious,very_crit,2,2,convenient,inconv,nonprob,2
8057,pretentious,very_crit,2,2,convenient,inconv,nonprob,3
8058,pretentious,very_crit,2,2,convenient,inconv,slightly_prob,1
8059,pretentious,very_crit,2,2,convenient,inconv,slightly_prob,2
8060,pretentious,very_crit,2,2,convenient,inconv,slightly_prob,3
8061,pretentious,very_crit,2,2,convenient,inconv,problematic,1
8062,pretentious,very_crit,2,2,convenient,inconv,problematic,2
8063,pretentious,very_crit,2,2,convenient,inconv,problematic,3
8064,pretentious,very_crit,2,2,less_conv,convenient,nonprob,1
8065,pretentious,very_crit,2,2,less_conv,convenient,nonprob,2
8066,pretentious,very_crit,2,2,less_conv,convenient,nonprob,3
8067,pretentious,very_crit,2,2,less_conv,convenient,slightly_prob,1
8068,pretentious,very_crit,2,2,less_conv,convenient,slightly_prob,2
8069,pretentious,very_crit,2,2,less_conv,convenient,slightly_prob,3
8070,pretentious,very_crit,2,2,less_conv,convenient,problematic,1
8071,pretentious,very_crit,2,2,less_conv,convenient,problematic,2
8072,pretentious,very_crit,2,2,less_conv,convenient,problematic,3
8073,pretentious,very_crit,2,2,less_conv,inconv,nonprob,1
8074,pretentious,very_crit,2,2,less_conv,inconv,nonprob,2
8075,pretentious,very_crit,2,2,less_conv,inconv,nonprob,3
8076,pretentious,very_crit,2,2,less_conv,inconv,slightly_prob,1
8077,pretentious,very_crit,2,2,less_conv,inconv,slightly_prob,2
8078,pretentious,very_crit,2,2,less_conv,inconv,slightly_prob,3
8079,pretentious,very_crit,2,2,less_conv,inconv,problematic,1
8080,pretentious,very_crit,2,2,less_conv,inconv,problematic,2
8081,pretentious,very_crit,2,2,less_conv,inconv,problematic,3
8082,pretentious,very_crit,2,2,critical,convenient,nonprob,1
8083,pretentious,very_crit,2,2,critical,convenient,nonprob,2
8084,pretentious,very_crit,2,2,critical,convenient,nonprob,3
8085,pretentious,very_crit,2,2,critical,convenient,slightly_prob,1
8086,pretentious,very_crit,2,2,critical,convenient,slightly_prob,2
8087,pretentious,very_crit,2,2,critical,convenient,slightly_prob,3
8088,pretentious,very_crit,2,2,critical,convenient,problematic,1
8089,pretentious,very_crit,2,2,critical,convenient,problematic,2
8090,pretentious,very_crit,2,2,critical,convenient,problematic,3
8091,pretentious,very_crit,2,2,critical,inconv,nonprob,1
8092,pretentious,very_crit,2,2,critical,inconv,nonprob,2
8093,pretentious,very_crit,2,2,critical,inconv,nonprob,3
8094,pretentious,very_crit,2,2,critical,inconv,slightly_prob,1
8095,pretentious,very_crit,2,2,critical,inconv,slightly_prob,2
8096,pretentious,very_crit,2,2,critical,inconv,slightly_prob,3
8097,pretentious,very_crit,2,2,critical,inconv,problematic,1
8098,pretentious,very_crit,2,2,critical,inconv,problematic,2
8099,pretentious,very_crit,2,2,critical,inconv,problematic,3
8100,pretentious,very_crit,2,3,convenient,convenient,nonprob,1
8101,pretentious,very_crit,2,3,convenient,convenient,nonprob,2
8102,pretentious,very_crit,2,3,convenient,convenient,nonprob,3
8103,pretentious,very_crit,2,3,convenient,convenient,slightly_prob,1
8104,pretentious,very_crit,2,3,convenient,convenient,slightly_prob,2
8105,pretentious,very_crit,2,3,convenient,convenient,slightly_prob,3
8106,pretentious,very_crit,2,3,convenient,convenient,problematic,1
8107,pretentious,very_crit,2,3,convenient,convenient,problematic,2
8108,pretentious,very_crit,2,3,convenient,convenient,problematic,3
8109,pretentious,very_crit,2,3,convenient,inconv,nonprob,1
8110,pretentious,very_crit,2,3,convenient,inconv,nonprob,2
8111,pretentious,very_crit,2,3,convenient,inconv,nonprob,3
8112,pretentious,very_crit,2,3,convenient,inconv,slightly_prob,1
8113,pretentious,very_crit,2,3,convenient,inconv,slightly_prob,2
8114,pretentious,very_crit,2,3,convenient,inconv,slightly_prob,3
8115,pretentious,very_crit,2,3,convenient,inconv,problematic,1
8116,pretentious,very_crit,2,3,convenient,inconv,problematic,2
8117,pretentious,very_crit,2,3,convenient,inconv,problematic,3
8118,pretentious,very_crit,2,3,less_conv,convenient,nonprob,1
8119,pretentious,very_crit,2,3,less_conv,convenient,nonprob,2
8120,pretentious,very_crit,2,3,less_conv,convenient,nonprob,3
8121,pretentious,very_crit,2,3,less_conv,convenient,slightly_prob,1
8122,pretentious,very_crit,2,3,less_conv,convenient,slightly_prob,2
8123,pretentious,very_crit,2,3,less_conv,convenient,slightly_prob,3
8124,pretentious,very_crit,2,3,less_conv,convenient,problematic,1
8125,pretentious,very_crit,2,3,less_conv,convenient,problematic,2
8126,pretentious,very_crit,2,3,less_conv,convenient,problematic,3
8127,pretentious,very_crit,2,3,less_conv,inconv,nonprob,1
8128,pretentious,very_crit,2,3,less_conv,inconv,nonprob,2
8129,pretentious,very_crit,2,3,less_conv,inconv,nonprob,3
8130,pretentious,very_crit,2,3,less_conv,inconv,slightly_prob,1
8131,pretentious,very_crit,2,3,less_conv,inconv,slightly_prob,2
8132,pretentious,very_crit,2,3,less_conv,inconv,slightly_prob,3
8133,pretentious,very_crit,2,3,less_conv,inconv,problematic,1
8134,pretentious,very_crit,2,3,less_conv,inconv,problematic,2
8135,pretentious,very_crit,2,3,less_conv,inconv,problematic,3
8136,pretentious,very_crit,2,3,critical,convenient,nonprob,1
8137,pretentious,very_crit,2,3,critical,convenient,nonprob,2
8138,pretentious,very_crit,2,3,critical,convenient,nonprob,3
8139,pretentious,very_crit,2,3,critical,convenient,slightly_prob,1
8140,pretentious,very_crit,2,3,critical,convenient,slightly_prob,2
8141,pretentious,very_crit,2,3,critical,convenient,slightly_prob,3
8142,pretentious,very_crit,2,3,critical,convenient,problematic,1
8143,pretentious,very_crit,2,3,critical,convenient,problematic,2
8144,pretentious,very_crit,2,3,critical,convenient,problematic,3
8145,pretentious,very_crit,2,3,critical,inconv,nonprob,1
8146,pretentious,very_crit,2,3,critical,inconv,nonprob,2
8147,pretentious,very_crit,2,3,critical,inconv,nonprob,3
8148,pretentious,very_crit,2,3,critical,inconv,slightly_prob,1
8149,pretentious,very_crit,2,3,critical,inconv,slightly_prob,2
8150,pretentious,very_crit,2,3,critical,inconv,slightly_prob,3
8151,pretentious,very_crit,2,3,critical,inconv,problematic,1
8152,pretentious,very_crit,2,3,critical,inconv,problematic,2
8153,pretentious,very_crit,2,3,critical,inconv,problematic,3
8154,pretentious,very_crit,2,4,convenient,convenient,nonprob,1
8155,pretentious,very_crit,2,4,convenient,convenient,nonprob,2
8156,pretentious,very_crit,2,4,convenient,convenient,nonprob,3
8157,pretentious,very_crit,2,4,convenient,convenient,slightly_prob,1
8158,pretentious,very_crit,2,4,convenient,convenient,slightly_prob,2
8159,pretentious,very_crit,2,4,convenient,convenient,slightly_prob,3
8160,pretentious,very_crit,2,4,convenient,convenient,problematic,1
8161,pretentious,very_crit,2,4,convenient,convenient,problematic,2
8162,pretentious,very_crit,2,4,convenient,convenient,problematic,3
8163,pretentious,very_crit,2,4,convenient,inconv,nonprob,1
8164,pretentious,very_crit,2,4,convenient,inconv,nonprob,2
8165,pretentious,very_crit,2,4,convenient,inconv,nonprob,3
8166,pretentious,very_crit,2,4,convenient,inconv,slightly_prob,1
8167,pretentious,very_crit,2,4,convenient,inconv,slightly_prob,2
8168,pretentious,very_crit,2,4,convenient,inconv,slightly_prob,3
8169,pretentious,very_crit,2,4,convenient,inconv,problematic,1
8170,pretentious,very_crit,2,4,convenient,inconv,problematic,2
8171,pretentious,very_crit,2,4,convenient,inconv,problematic,3
8172,pretentious,very_crit,2,4,less_conv,convenient,nonprob,1
8173,pretentious,very_crit,2,4,less_conv,convenient,nonprob,2
8174,pretentious,very_crit,2,4,less_conv,convenient,nonprob,3
8175,pretentious,very_crit,2,4,less_conv,convenient,slightly_prob,1
8176,pretentious,very_crit,2,4,less_conv,convenient,slightly_prob,2
8177,pretentious,very_crit,2,4,less_conv,convenient,slightly_prob,3
8178,pretentious,very_crit,2,4,less_conv,convenient,problematic,1
8179,pretentious,very_crit,2,4,less_conv,convenient,problematic,2
8180,pretentious,very_crit,2,4,less_conv,convenient,problematic,3
8181,pretentious,very_crit,2,4,less_conv,inconv,nonprob,1
8182,pretentious,very_crit,2,4,less_conv,inconv,nonprob,2
8183,pretentious,very_crit,2,4,less_conv,inconv,nonprob,3
8184,pretentious,very_crit,2,4,less_conv,inconv,slightly_prob,1
8185,pretentious,very_crit,2,4,less_conv,inconv,slightly_prob,2
8186,pretentious,very_crit,2,4,less_conv,inconv,slightly_prob,3
8187,pretentious,very_crit,2,4,less_conv,inconv,problematic,1
8188,pretentious,very_crit,2,4,less_conv,inconv,problematic,2
8189,pretentious,very_crit,2,4,less_conv,inconv,problematic,3
8190,pretentious,very_crit,2,4,critical,convenient,nonprob,1
8191,pretentious,very_crit,2,4,critical,convenient,nonprob,2
8192,pretentious,very_crit,2,4,critical,convenient,nonprob,3
8193,pretentious,very_crit,2,4,critical,convenient,slightly_prob,1
8194,pretentious,very_crit,2,4,critical,convenient,slightly_prob,2
8195,pretentious,very_crit,2,4,critical,convenient,slightly_prob,3
8196,pretentious,very_crit,2,4,critical,convenient,problematic,1
8197,pretentious,very_crit,2,4,critical,convenient,problematic,2
8198,pretentious,very_crit,2,4,critical,convenient,problematic,3
8199,pretentious,very_crit,2,4,critical,inconv,nonprob,1
8200,pretentious,very_crit,2,4,critical,inconv,nonprob,2
8201,pretentious,very_crit,2,4,critical,inconv,nonprob,3
8202,pretentious,very_crit,2,4,critical,inconv,slightly_prob,1
8203,pretentious,very_crit,2,4,critical,inconv,slightly_prob,2
8204,pretentious,very_crit,2,4,critical,inconv,slightly_prob,3
8205,pretentious,very_crit,2,4,critical,inconv,problematic,1
8206,pretentious,very_crit,2,4,critical,inconv,problematic,2
8207,pretentious,very_crit,2,4,critical,inconv,problematic,3
8208,pretentious,very_crit,3,1,convenient,convenient,nonprob,1
8209,pretentious,very_crit,3,1,convenient,convenient,nonprob,2
8210,pretentious,very_crit,3,1,convenient,convenient,nonprob,3
8211,pretentious,very_crit,3,1,convenient,convenient,slightly_prob,1
8212,pretentious,very_crit,3,1,convenient,convenient,slightly_prob,2
8213,pretentious,very_crit,3,1,convenient,convenient,slightly_prob,3
8214,pretentious,very_crit,3,1,convenient,convenient,problematic,1
8215,pretentious,very_crit,3,1,convenient,convenient,problematic,2
8216,pretentious,very_crit,3,1,convenient,convenient,problematic,3
8217,pretentious,very_crit,3,1,convenient,inconv,nonprob,1
8218,pretentious,very_crit,3,1,convenient,inconv,nonprob,2
8219,pretentious,very_crit,3,1,convenient,inconv,nonprob,3
8220,pretentious,very_crit,3,1,convenient,inconv,slightly_prob,1
8221,pretentious,very_crit,3,1,convenient,inconv,slightly_prob,2
8222,pretentious,very_crit,3,1,convenient,inconv,slightly_prob,3
8223,pretentious,very_crit,3,1,convenient,inconv,problematic,1
8224,pretentious,very_crit,3,1,convenient,inconv,problematic,2
8225,pretentious,very_crit,3,1,convenient,inconv,problematic,3
8226,pretentious,very_crit,3,1,less_conv,convenient,nonprob,1
8227,pretentious,very_crit,3,1,less_conv,convenient,nonprob,2
8228,pretentious,very_crit,3,1,less_conv,convenient,nonprob,3
8229,pretentious,very_crit,3,1,less_conv,convenient,slightly_prob,1
8230,pretentious,very_crit,3,1,less_conv,convenient,slightly_prob,2
8231,pretentious,very_crit,3,1,less_conv,convenient,slightly_prob,3
8232,pretentious,very_crit,3,1,less_conv,convenient,problematic,1
8233,pretentious,very_crit,3,1,less_conv,convenient,problematic,2
8234,pretentious,very_crit,3,1,less_conv,convenient,problematic,3
8235,pretentious,very_crit,3,1,less_conv,inconv,nonprob,1
8236,pretentious,very_crit,3,1,less_conv,inconv,nonprob,2
8237,pretentious,very_crit,3,1,less_conv,inconv,nonprob,3
8238,pretentious,very_crit,3,1,less_conv,inconv,slightly_prob,1
8239,pretentious,very_crit,3,1,less_conv,inconv,slightly_prob,2
8240,pretentious,very_crit,3,1,less_conv,inconv,slightly_prob,3
8241,pretentious,very_crit,3,1,less_conv,inconv,problematic,1
8242,pretentious,very_crit,3,1,less_conv,inconv,problematic,2
8243,pretentious,very_crit,3,1,less_conv,inconv,problematic,3
8244,pretentious,very_crit,3,1,critical,convenient,nonprob,1
8245,pretentious,very_crit,3,1,critical,convenient,nonprob,2
8246,pretentious,very_crit,3,1,critical,convenient,nonprob,3
8247,pretentious,very_crit,3,1,critical,convenient,slightly_prob,1
8248,pretentious,very_crit,3,1,critical,convenient,slightly_prob,2
8249,pretentious,very_crit,3,1,critical,convenient,slightly_prob,3
8250,pretentious,very_crit,3,1,critical,convenient,problematic,1
